,tconst,averagerating,numvotes
1134,tt1869236,57,11
1135,tt1869345,77,1320
1136,tt1869682,76,1785
1137,tt1869721,59,1417
1138,tt1870372,38,56
1139,tt1872026,49,11
1140,tt1874451,56,282
1141,tt1874689,46,42
1142,tt1877722,53,7
1143,tt0100275,65,119
1144,tt0443272,74,228701
1145,tt0462335,56,33746
1146,tt0464032,80,39
1147,tt0473122,64,55
1148,tt0481499,72,176699
1149,tt0482459,68,402
1150,tt10155980,82,9
1151,tt10156610,92,29
1152,tt10172308,66,16
1153,tt10235018,30,11
1154,tt1027820,56,3912
1155,tt10289996,68,133
1156,tt10293884,85,6
1157,tt1038919,56,112444
1158,tt1043757,48,86
1159,tt1060273,87,6
1160,tt1078890,82,8
1161,tt1087461,47,7652
1162,tt1095399,60,64
1163,tt1095417,78,56
1164,tt1109488,60,351
1165,tt1134846,64,203
1166,tt1143896,59,4664
1167,tt1149293,89,11
1168,tt1152822,64,6466
1169,tt1155076,62,146401
1170,tt1173687,70,9584
1171,tt1173957,77,62
1172,tt1183307,43,400
1173,tt1183944,45,63
1174,tt1207924,52,70
1175,tt1212077,74,8
1176,tt1219342,70,73790
1177,tt1222816,74,375
1178,tt1229340,63,156116
1179,tt1233334,72,5469
1180,tt1233600,57,58
1181,tt1238846,69,9
1182,tt1242599,64,7321
1183,tt1242658,64,191
1184,tt1244658,59,5911
1185,tt1244661,76,42
1186,tt1255953,83,124156
1187,tt1262892,68,22
1188,tt1273683,78,8
1189,tt1286766,57,343
1190,tt1303782,58,785
1191,tt1305059,65,490
1192,tt1307972,28,188
1193,tt1309183,48,53
1194,tt1309374,37,555
1195,tt1312233,70,21
1196,tt1318517,65,8147
1197,tt1320253,65,307897
1198,tt1324061,69,1279
1199,tt1324999,49,208387
1200,tt1334260,71,130084
1201,tt1334455,48,48
1202,tt1337366,65,3903
1203,tt1339340,56,128
1204,tt1344836,75,10
1205,tt1345506,70,21
1206,tt1356409,90,34
1207,tt1364277,82,6
1208,tt1367454,65,13
1209,tt1374989,58,46187
1210,tt1381402,67,122
1211,tt1384927,71,3234
1212,tt1386683,69,6259
1213,tt1390533,44,232
1214,tt1390540,57,49
1215,tt1396219,54,2159
1216,tt1403846,62,757
1217,tt1409024,68,309879
1218,tt1410234,66,7
1219,tt1412697,31,105
1220,tt1414382,58,46690
1221,tt1415255,56,286
1222,tt1415284,39,209
1223,tt1423922,71,867
1224,tt1424003,64,6130
1225,tt1431160,68,52
1226,tt1433812,83,31
1227,tt1434443,71,4226
1228,tt1438534,49,5622
1229,tt1442578,71,343
1230,tt1447508,74,10903
1231,tt1449393,58,12
1232,tt1454609,64,273
1233,tt1457764,59,27
1234,tt1462715,38,5
1235,tt1464736,68,13
1236,tt1465475,83,18
1237,tt1468840,51,123
1238,tt1473832,65,60260
1239,tt1478965,56,103
1240,tt1479190,76,14
1241,tt1484522,70,1190
1242,tt1485055,82,22
1243,tt1486192,64,79578
1244,tt1491611,63,27
1245,tt1493099,43,105
1246,tt1496832,63,2186
1247,tt1498784,71,351
1248,tt1501650,69,129
1249,tt1502402,44,310
1250,tt1507250,56,208
1251,tt1510912,73,11
1252,tt1512220,53,328
1253,tt1512738,70,44
1254,tt1513183,68,24
1255,tt1515091,75,394189
1256,tt1519431,74,93
1257,tt1523581,83,10
1258,tt1526610,67,195
1259,tt1527823,48,677
1260,tt1531677,71,22
1261,tt1532266,54,188
1262,tt1535485,79,18
1263,tt1535616,58,33603
1264,tt1535617,46,1305
1265,tt1537321,66,5
1266,tt1538819,65,4298
1267,tt1540933,69,71
1268,tt1545754,53,14178
1269,tt1546420,58,552
1270,tt1548021,68,17
1271,tt1548899,48,39
1272,tt1550524,68,1698
1273,tt1553312,66,14
1274,tt1555209,67,62
1275,tt1558856,46,296
1276,tt1558952,82,214
1277,tt1559547,62,79764
1278,tt1563675,62,17
1279,tt1564972,70,11
1280,tt1566948,56,163
1281,tt1568335,78,1850
1282,tt1568924,70,403
1283,tt1570101,78,310
1284,tt1570728,74,436830
1285,tt1571739,57,429
1286,tt1579242,70,129
1287,tt1579396,46,33
1288,tt1582478,78,738
1289,tt1582658,45,31
1290,tt1588310,64,81
1291,tt1588860,60,26
1292,tt1594450,72,45
1293,tt1595852,70,30
1294,tt1598435,72,79
1295,tt1600076,75,28
1296,tt1600731,76,276
1297,tt1600801,80,17
1298,tt1601235,81,34
1299,tt1601814,54,968
1300,tt1606379,66,10
1301,tt1611056,10,449
1302,tt1612750,40,240
1303,tt1612782,55,1799
1304,tt1613819,69,9
1305,tt1613874,56,95
1306,tt1615031,68,64
1307,tt1615480,57,529
1308,tt1616152,47,14
1309,tt1618447,66,4352
1310,tt1619647,83,66
1311,tt1620848,62,8
1312,tt1623759,54,466
1313,tt1625150,72,7476
1314,tt1628026,82,12
1315,tt1628042,65,104
1316,tt1629716,40,248
1317,tt1630038,68,377
1318,tt1632544,71,1927
1319,tt1632724,67,47
1320,tt1639082,47,118
1321,tt1640569,54,222
1322,tt1641410,68,2798
1323,tt1641917,91,19
1324,tt1641975,55,6343
1325,tt1642268,92,5
1326,tt1645184,45,80
1327,tt1646926,52,8833
1328,tt1646957,53,83
1329,tt1646982,65,29
1330,tt1647382,65,6
1331,tt1647692,52,477
1332,tt1649431,82,5707
1333,tt1650058,57,1353
1334,tt1651507,66,149
1335,tt1652195,83,7
1336,tt1653700,59,6766
1337,tt1653881,55,8
1338,tt1654072,63,20
1339,tt1656194,55,328
1340,tt1659198,61,24
1341,tt1659304,84,10
1342,tt1660303,36,247
1343,tt1661388,50,172
1344,tt1662295,39,293
1345,tt1664742,75,8
1346,tt1666184,52,350
1347,tt1666287,59,1212
1348,tt1666823,38,20
1349,tt1667457,32,17
1350,tt1667852,47,882
1351,tt1667890,71,51
1352,tt1668050,77,96
1353,tt1670632,68,296
1354,tt1670634,62,86
1355,tt1670703,83,1417
1356,tt1671571,72,13
1357,tt1671616,65,478
1358,tt1672167,87,7
1359,tt1672169,66,25
1360,tt1673654,54,74
1361,tt1674093,84,16
1362,tt1674785,72,1927
1363,tt1675163,59,145
1364,tt1675742,58,24
1365,tt1676106,84,5
1366,tt1686039,59,13699
1367,tt1686834,84,18
1368,tt1691454,44,34
1369,tt1691917,57,39870
1370,tt1692226,70,7
1371,tt1692889,71,139
1372,tt1693809,73,18
1373,tt1693837,61,14
1374,tt1697883,66,8
1375,tt1698566,62,161
1376,tt1699202,63,663
1377,tt1700437,93,6
1378,tt1700492,51,35
1379,tt1700810,67,132
1380,tt1701214,77,39
1381,tt1703237,56,35
1382,tt1705047,60,69
1383,tt1705933,61,26
1384,tt1706542,73,9
1385,tt1710354,43,31
1386,tt1710551,71,15
1387,tt1710625,68,713
1388,tt1711475,42,101
1389,tt1714148,76,15
1390,tt1714151,54,14
1391,tt1714910,58,16
1392,tt1715210,74,3028
1393,tt1715344,68,38
1394,tt1715752,52,76
1395,tt1715788,44,24
1396,tt1716759,47,1310
1397,tt1716772,68,73217
1398,tt1719558,76,16
1399,tt1720170,84,18
1400,tt1720182,68,6903
1401,tt1722450,75,3588
1402,tt1722454,68,26
1403,tt1723805,58,228
1404,tt1726861,67,4658
1405,tt1726888,71,2152
1406,tt1727252,57,3841
1407,tt1727523,55,1692
1408,tt1729609,66,68
1409,tt1732569,60,5
1410,tt1733140,67,93
1411,tt1734586,53,516
1412,tt1735289,53,7
1413,tt1735945,55,446
1414,tt1736010,64,37
1415,tt1737074,66,5
1416,tt1737150,61,73
1417,tt1739196,41,96
1418,tt1739212,61,1204
1419,tt1740113,69,14
1420,tt1740697,67,19
1421,tt1745813,55,47
1422,tt1748016,53,419
1423,tt1748067,53,6
1424,tt1748159,66,98
1425,tt1753722,74,4718
1426,tt1754001,57,23
1427,tt1754146,74,86
1428,tt1754658,76,9
1429,tt1756529,71,729
1430,tt1756874,71,11
1431,tt1757667,80,5
1432,tt1757771,85,6
1433,tt1757800,69,2307
1434,tt1757901,46,69
1435,tt1758780,72,20
1436,tt1758794,82,5
1437,tt1760924,36,30
1438,tt1763241,73,20
1439,tt1763280,59,524
1440,tt1764730,45,26
1441,tt1765940,63,6
1442,tt1766164,85,38
1443,tt1766173,36,5
1444,tt1767315,76,5
1445,tt1769383,63,411
1446,tt1770676,62,12
1447,tt1772230,59,5534
1448,tt1772288,70,27435
1449,tt1772770,51,31
1450,tt1773677,40,16
1451,tt1774500,91,7
1452,tt1777620,52,18
1453,tt1779086,50,31
1454,tt1781865,69,7
1455,tt1783350,67,363
1456,tt1783422,71,2738
1457,tt1785385,37,127
1458,tt1785612,74,2511
1459,tt0312305,51,287
1460,tt0326965,55,1889
1461,tt0393049,55,106
1462,tt0406282,86,18
1463,tt0427543,76,120
1464,tt0460778,49,555
1465,tt0465637,78,33
1466,tt0494229,73,22
1467,tt1037705,69,271307
1468,tt10432610,85,6
1469,tt1072748,54,24351
1470,tt1073240,42,361
1471,tt1073519,36,22
1472,tt1103255,38,412
1473,tt1105355,68,910
1474,tt1106884,49,121
1475,tt1117593,38,8
1476,tt1120985,74,170089
1477,tt1144815,40,543
1478,tt1153546,30,5601
1479,tt1174042,63,3437
1480,tt1179056,52,85497
1481,tt1179933,72,260383
1482,tt1182942,29,193
1483,tt1186365,53,102
1484,tt1211956,67,211587
1485,tt1217613,58,167052
1486,tt1223980,56,1188
1487,tt1225834,54,15
1488,tt1229402,68,16
1489,tt1230196,45,729
1490,tt1235189,68,33915
1491,tt1247639,76,59
1492,tt1258998,32,622
1493,tt1267297,60,137287
1494,tt1270296,58,2379
1495,tt1270797,67,275406
1496,tt1276121,78,16
1497,tt1276949,89,8
1498,tt1298649,57,115757
1499,tt1298650,66,447624
1500,tt1301710,21,38
1501,tt1304615,57,72
1502,tt1308182,43,401
1503,tt1309575,67,186
1504,tt1312254,58,2062
1505,tt1316624,62,525
1506,tt1319707,51,14
1507,tt1319718,70,13808
1508,tt1320115,52,253
1509,tt1322385,76,8705
1510,tt1323004,69,71
1511,tt1323594,77,464511
1512,tt1327720,57,61
1513,tt1334515,51,10
1514,tt1337645,70,6
1515,tt1339161,68,4130
1516,tt1349646,19,355
1517,tt1351133,61,153
1518,tt1351685,63,123127
1519,tt1360843,50,18
1520,tt1363125,26,263
1521,tt1371081,77,25
1522,tt1379234,59,61
1523,tt1383251,68,359
1524,tt1385591,29,484
1525,tt1395054,74,14681
1526,tt1398423,79,13
1527,tt1401143,67,23923
1528,tt1401643,68,2240
1529,tt1403249,63,61
1530,tt1405365,66,27588
1531,tt1413492,66,50155
1532,tt1417038,59,337
1533,tt1417067,73,2336
1534,tt1421036,67,935
1535,tt1421048,62,1632
1536,tt1426389,40,30
1537,tt1427937,89,14
1538,tt1431122,42,1880
1539,tt1433271,76,54
1540,tt1433856,66,26
1541,tt1436035,53,10
1542,tt1436045,76,58142
1543,tt1437364,72,187
1544,tt1438216,71,4740
1545,tt1440755,54,445
1546,tt1444257,60,44
1547,tt1445650,63,6
1548,tt1449379,45,1110
1549,tt1450666,84,10
1550,tt1452599,37,756
1551,tt1453967,60,167
1552,tt1454542,37,62
1553,tt1461211,66,181
1554,tt1465482,64,270
1555,tt1466567,64,85
1556,tt1466570,67,367
1557,tt1468703,28,1055
1558,tt1469884,63,30
1559,tt1472195,47,1658
1560,tt1482980,80,25
1561,tt1497617,35,369
1562,tt1504385,66,94
1563,tt1505387,85,21
1564,tt1506958,82,6
1565,tt1509638,65,330
1566,tt1511329,61,1164
1567,tt1512720,68,34
1568,tt1513829,42,16
1569,tt1515059,75,169
1570,tt1516009,47,235
1571,tt1519396,61,144
1572,tt1521242,54,255
1573,tt1524542,61,27
1574,tt1528081,14,9
1575,tt1530929,63,10
1576,tt1531017,74,23
1577,tt1533818,67,3216
1578,tt1534786,57,473
1579,tt1540814,71,1522
1580,tt1542484,36,257
1581,tt1558152,65,15
1582,tt1560139,75,16672
1583,tt1560641,66,7
1584,tt1560974,58,50
1585,tt1562871,48,35625
1586,tt1562904,71,51
1587,tt1563738,70,128094
1588,tt1564051,66,14
1589,tt1565068,72,1858
1590,tt1567128,65,249
1591,tt1568341,63,5111
1592,tt1570583,60,1728
1593,tt1570594,54,51
1594,tt1570619,28,3804
1595,tt1570989,62,13397
1596,tt1572504,85,10
1597,tt1572775,70,30
1598,tt1583420,61,58927
1599,tt1583948,24,129
1600,tt1584141,82,13
1601,tt1587427,42,250
1602,tt1588866,53,26
1603,tt1589511,67,77
1604,tt1590956,57,109
1605,tt1591097,30,10
1606,tt1591479,65,63787
1607,tt1592522,82,13
1608,tt1592527,76,1671
1609,tt1592557,70,25
1610,tt1592744,77,148
1611,tt1592770,71,45
1612,tt1593636,63,329
1613,tt1594558,65,24
1614,tt1594972,36,7951
1615,tt1600049,81,19
1616,tt1600207,63,1440
1617,tt1601195,69,72
1618,tt1604159,46,20
1619,tt1605644,62,41
1620,tt1612140,76,33
1621,tt1612143,46,591
1622,tt1612774,58,31316
1623,tt1615908,71,38
1624,tt1617250,63,326
1625,tt1618445,61,1773
1626,tt1620466,66,1845
1627,tt1620971,57,26
1628,tt1621833,76,5
1629,tt1626184,85,62
1630,tt1627937,64,12
1631,tt1629424,27,15
1632,tt1629715,66,2680
1633,tt1631840,39,20
1634,tt1631868,83,21
1635,tt1632482,58,37
1636,tt1632728,61,167
1637,tt1634286,53,996
1638,tt1636454,78,66
1639,tt1636842,60,107
1640,tt1639312,66,26
1641,tt1639361,70,36
1642,tt1640711,57,12069
1643,tt1642266,55,172
1644,tt1645849,59,35
1645,tt1646114,69,2013
1646,tt1649286,63,64
1647,tt1650050,65,11
1648,tt1653690,50,12169
1649,tt1653859,80,8
1650,tt1656195,73,25
1651,tt1657283,54,6421
1652,tt1657293,48,21
1653,tt1659203,71,18
1654,tt1660302,68,2516
1655,tt1663313,67,7
1656,tt1663652,50,5
1657,tt1664755,33,7
1658,tt1666366,61,11
1659,tt1666581,73,23
1660,tt1669684,52,6
1661,tt1669811,78,16
1662,tt1670252,59,235
1663,tt1673374,54,295
1664,tt1673431,71,48
1665,tt1674131,75,82
1666,tt1674708,69,121
1667,tt1674734,35,33
1668,tt1675158,81,22
1669,tt1675197,66,850
1670,tt1677082,61,862
1671,tt1677555,66,53
1672,tt1677709,58,46
1673,tt1679248,57,1178
1674,tt1679335,65,63295
1675,tt1680303,71,174
1676,tt1680679,70,2619
1677,tt1683402,54,232
1678,tt1684928,59,672
1679,tt1686089,69,51
1680,tt1688703,71,31
1681,tt1690185,58,10
1682,tt1691452,38,1130
1683,tt1692196,61,17
1684,tt1692325,87,17
1685,tt1693041,57,22
1686,tt1693111,68,6
1687,tt1694019,68,1929
1688,tt1698586,72,20
1689,tt1703148,68,34807
1690,tt1703238,67,36
1691,tt1703826,48,98
1692,tt1704705,50,31
1693,tt1706414,65,2710
1694,tt1707244,79,32
1695,tt1709125,69,14
1696,tt1710417,55,7966
1697,tt1710469,67,168
1698,tt1711014,69,12
1699,tt1714915,73,80984
1700,tt1716765,51,330
1701,tt1717724,63,869
1702,tt1720621,54,779
1703,tt1721073,65,6
1704,tt1722426,32,1310
1705,tt1722484,62,687
1706,tt1723782,65,96
1707,tt1723799,29,119
1708,tt1723811,72,171353
1709,tt1725798,32,77
1710,tt1725871,64,8
1711,tt1725885,47,100
1712,tt1727535,64,2177
1713,tt1727885,40,2571
1714,tt1728599,63,85
1715,tt1728681,59,41
1716,tt1730320,82,6
1717,tt1731764,76,31
1718,tt1732582,66,797
1719,tt1732600,71,8
1720,tt1734063,62,156
1721,tt1735308,61,23
1722,tt1735462,57,1689
1723,tt1740745,67,407
1724,tt1742139,83,48
1725,tt1744822,46,29
1726,tt1745713,67,704
1727,tt1746153,76,455
1728,tt1746206,21,56
1729,tt1747909,63,10
1730,tt1753588,79,11
1731,tt1753640,51,1640
1732,tt1753729,86,367
1733,tt1754120,32,70
1734,tt1754128,74,49
1735,tt1754290,51,14
1736,tt1754398,65,25
1737,tt1754733,59,68
1738,tt1754945,66,30
1739,tt1756712,54,20
1740,tt1762332,76,23
1741,tt1762351,70,14
1742,tt1763270,47,149
1743,tt1763303,69,62589
1744,tt1764465,55,15
1745,tt1764466,60,219
1746,tt1764706,56,17
1747,tt1765679,72,16
1748,tt1766094,51,18027
1749,tt1766135,78,22
1750,tt1766143,50,173
1751,tt1766175,57,1424
1752,tt1772250,74,31968
1753,tt1772261,45,1618
1754,tt1772762,58,8
1755,tt1772872,51,1761
1756,tt1772949,72,33
1757,tt1773690,57,61
1758,tt1773756,38,11
1759,tt1774395,83,72
1760,tt1774438,79,1418
1761,tt1774504,67,25
1762,tt1775309,61,43
1763,tt1778368,70,5
1764,tt1780862,70,504
1765,tt1781840,63,2686
1766,tt1783331,62,147
1767,tt1784359,40,206
1768,tt1784575,73,10747
1769,tt1785277,51,758
1770,tt1787096,39,9
1771,tt1789083,82,3894
1772,tt1789090,69,169
1773,tt1789814,68,30
1774,tt1789884,75,11
1775,tt1791618,45,11
1776,tt1792643,58,797
1777,tt1792799,52,3123
1778,tt1792827,41,15
1779,tt1794892,73,6
1780,tt1795622,56,313
1781,tt1801532,66,63
1782,tt1802473,56,62
1783,tt1808207,61,55
1784,tt1808641,60,511
1785,tt1809287,52,1672
1786,tt1809324,45,20
1787,tt1809384,87,6
1788,tt1813253,62,22
1789,tt1814886,78,32
1790,tt1815849,65,326
1791,tt1820442,79,11
1792,tt1820667,64,206
1793,tt1821468,51,312
1794,tt1825132,67,18
1795,tt1825750,68,6
1796,tt1825889,57,253
1797,tt1826051,50,67
1798,tt1826616,55,31
1799,tt1826693,60,69
1800,tt1826730,66,844
1801,tt1826740,52,23
1802,tt1829057,62,192
1803,tt1829735,37,637
1804,tt1830618,56,17
1805,tt1832354,63,81
1806,tt1832492,36,116
1807,tt1833779,91,7
1808,tt1836903,63,12
1809,tt1837529,53,94
1810,tt1838458,59,67
1811,tt1838592,82,15
1812,tt1838628,88,10
1813,tt1839576,86,5
1814,tt1839647,68,32
1815,tt1839662,75,35
1816,tt1840343,53,35
1817,tt1840960,67,6
1818,tt1841642,53,12025
1819,tt1841648,44,8
1820,tt1841667,52,6
1821,tt1844043,38,11
1822,tt1844048,30,308
1823,tt6493974,60,175
1824,tt6496236,55,501
1825,tt6500726,53,19
1826,tt6514010,70,2461
1827,tt6515050,58,155
1828,tt6515470,67,220
1829,tt6516590,34,495
1830,tt6518634,47,122
1831,tt6534608,75,11
1832,tt6541008,65,431
1833,tt6543070,52,6
1834,tt6551438,69,30
1835,tt6554406,77,83
1836,tt6570606,72,18
1837,tt6574856,33,43
1838,tt6577798,72,612
1839,tt6582868,64,30
1840,tt6610168,60,28
1841,tt6610280,71,417
1842,tt6612512,59,41
1843,tt6616286,65,104
1844,tt6620324,61,1215
1845,tt6628234,76,68
1846,tt6644332,89,17
1847,tt6647448,83,38
1848,tt6662126,67,11
1849,tt6664852,66,47
1850,tt6675230,80,6
1851,tt6676390,82,12
1852,tt6692022,51,223
1853,tt6695240,82,48
1854,tt6697508,71,29
1855,tt6704038,27,48
1856,tt6705596,83,21
1857,tt6735074,60,5
1858,tt6739010,82,8
1859,tt6744360,85,12
1860,tt6745170,57,20
1861,tt6747224,71,511
1862,tt6765840,66,27
1863,tt6769258,61,35
1864,tt6811024,36,7
1865,tt6816180,39,10
1866,tt6818526,78,10
1867,tt6818874,87,6
1868,tt6822518,75,1348
1869,tt6824456,39,47
1870,tt6830412,52,577
1871,tt6848318,74,10
1872,tt6851566,88,6
1873,tt6857354,46,10
1874,tt6862268,79,12
1875,tt6864294,55,26
1876,tt6864864,82,1513
1877,tt6865478,74,41
1878,tt6866720,80,12
1879,tt6869368,72,5
1880,tt6880600,33,9
1881,tt6883152,46,1415
1882,tt6903148,55,6
1883,tt6905696,53,4163
1884,tt6912990,52,50
1885,tt6915574,59,14
1886,tt6916362,74,5519
1887,tt6920106,55,13
1888,tt6921426,73,11
1889,tt6922786,51,146
1890,tt6923782,60,184
1891,tt6928714,65,29
1892,tt6929280,56,9
1893,tt6933206,34,131
1894,tt6936746,72,5
1895,tt6938828,69,16558
1896,tt6941984,66,11
1897,tt6945932,74,32
1898,tt6950660,71,90
1899,tt6952076,80,9
1900,tt6954684,21,7
1901,tt6962166,48,18
1902,tt6964562,40,210
1903,tt6964600,57,52
1904,tt6972212,51,94
1905,tt6975084,53,56
1906,tt6975620,74,42
1907,tt6979730,91,21
1908,tt6982352,87,674
1909,tt6992888,84,42
1910,tt6997426,73,780
1911,tt6998650,41,218
1912,tt7005164,48,346
1913,tt7011980,54,5
1914,tt7013112,61,7
1915,tt7014694,75,65
1916,tt7018288,77,36
1917,tt7019802,57,41
1918,tt7026370,50,260
1919,tt7048676,44,553
1920,tt7054718,68,14
1921,tt7063130,57,394
1922,tt7073634,67,7
1923,tt7074142,77,36
1924,tt7074886,62,6372
1925,tt7080434,52,288
1926,tt7081274,63,181
1927,tt7085078,76,103
1928,tt7086512,66,163
1929,tt7087934,63,462
1930,tt7098662,86,76
1931,tt7102424,83,7
1932,tt7112162,56,183
1933,tt7116478,58,71
1934,tt7117812,51,354
1935,tt7131796,60,20
1936,tt7133404,54,132
1937,tt7139246,51,296
1938,tt7144296,26,270
1939,tt7144900,69,12
1940,tt7145012,63,76
1941,tt7156436,56,431
1942,tt7161990,65,52
1943,tt7175460,93,15
1944,tt7175992,67,463
1945,tt7187768,81,16
1946,tt7188742,45,425
1947,tt7189558,72,389
1948,tt7203992,65,6
1949,tt7205866,21,18
1950,tt7205960,84,16
1951,tt7213936,75,3040
1952,tt7223270,92,9
1953,tt7240656,73,60
1954,tt7243168,43,13
1955,tt7249616,77,10
1956,tt7253944,43,26
1957,tt7254796,52,21
1958,tt7265686,84,19
1959,tt7274546,74,93
1960,tt7274984,67,6
1961,tt7278838,27,6
1962,tt7287656,71,95
1963,tt7290762,54,10
1964,tt7294534,84,15022
1965,tt7296616,76,37
1966,tt7297844,42,118
1967,tt7319088,73,16
1968,tt7372318,57,387
1969,tt7377366,69,32
1970,tt7379358,73,16
1971,tt7379826,69,8
1972,tt7391452,79,35
1973,tt7408552,55,15
1974,tt7408776,70,129
1975,tt7412140,60,8
1976,tt7415582,75,6
1977,tt7422416,45,12
1978,tt7424200,68,12525
1979,tt7431894,62,940
1980,tt7437492,63,33
1981,tt7438960,76,38
1982,tt7443988,63,22
1983,tt7445510,49,278
1984,tt7446800,66,84
1985,tt7456436,68,19
1986,tt7456534,58,1055
1987,tt7462462,82,10
1988,tt7474434,92,8
1989,tt7484164,72,24
1990,tt7491826,68,11
1991,tt7502284,60,5
1992,tt7509632,79,7
1993,tt7510256,76,9
1994,tt7520542,70,5
1995,tt7523046,56,38
1996,tt7527534,49,42
1997,tt7532392,40,35
1998,tt7537860,53,60
1999,tt7549168,44,140
2000,tt7552784,76,35
2001,tt7555072,72,310
2002,tt7563496,12,86
2003,tt7563924,56,13
2004,tt7583410,64,18
2005,tt7586912,60,5
2006,tt7592594,80,22
2007,tt7605228,86,62
2008,tt7610418,69,10
2009,tt7619554,89,32
2010,tt7620554,11,598
2011,tt7621064,77,15
2012,tt7622662,77,20
2013,tt7628146,73,429
2014,tt7631786,33,178
2015,tt7636364,90,6
2016,tt7637822,87,31
2017,tt7638474,66,21
2018,tt7662644,78,39
2019,tt7671746,30,20
2020,tt7679200,70,45
2021,tt7685038,55,15
2022,tt7689906,56,1269
2023,tt7690016,60,1624
2024,tt7692968,73,9
2025,tt7705740,71,16
2026,tt7714070,66,9
2027,tt7735502,67,312
2028,tt7742072,31,7
2029,tt7748494,62,188
2030,tt7754528,77,45
2031,tt7763882,67,7
2032,tt7771768,80,10
2033,tt7774924,68,9
2034,tt7775988,72,40
2035,tt7776030,69,16
2036,tt7780808,62,122
2037,tt7785128,76,50
2038,tt7790040,29,39
2039,tt7814598,69,52
2040,tt7815068,92,45
2041,tt7836694,61,17
2042,tt7837284,26,32
2043,tt7866918,57,57
2044,tt7871664,56,8
2045,tt7882166,46,5
2046,tt7884406,47,24
2047,tt7891514,94,5
2048,tt7893296,66,26
2049,tt7897316,54,21
2050,tt7909488,89,8
2051,tt7914416,78,6430
2052,tt7923222,63,9
2053,tt7951242,64,16
2054,tt7952534,67,14
2055,tt7955970,66,145
2056,tt7961144,42,8
2057,tt7975046,72,362
2058,tt7977162,58,107
2059,tt7993338,61,21
2060,tt8011594,49,23
2061,tt8016648,75,673
2062,tt8037658,42,57
2063,tt8041922,49,519
2064,tt8045994,69,25
2065,tt8050626,74,5
2066,tt8052240,82,20
2067,tt8060120,80,9
2068,tt8060288,65,72
2069,tt8064392,72,18
2070,tt8075430,44,5
2071,tt8077016,67,6
2072,tt8098416,68,21
2073,tt8099264,59,58
2074,tt8106572,83,46
2075,tt8128780,83,26
2076,tt8131976,69,92
2077,tt8133888,48,414
2078,tt8150712,79,14
2079,tt8150730,71,23
2080,tt8160864,89,1656
2081,tt8163814,83,29
2082,tt8171528,64,8
2083,tt8172090,79,28
2084,tt8178396,83,61
2085,tt8181502,67,20
2086,tt8206708,72,760
2087,tt8212156,52,97
2088,tt8216094,70,6
2089,tt8220362,72,12
2090,tt8226904,67,59
2091,tt8228172,69,25
2092,tt8231242,79,38
2093,tt8236394,78,88
2094,tt8239946,83,14128
2095,tt8246850,79,7
2096,tt8250640,89,211
2097,tt8262802,57,5464
2098,tt8269466,58,12
2099,tt8283556,67,12
2100,tt8296592,65,469
2101,tt8299032,69,107
2102,tt8305116,70,500
2103,tt8312428,58,99
2104,tt8322784,76,8
2105,tt8330720,89,146
2106,tt8361196,37,1858
2107,tt8363508,70,23
2108,tt8399088,56,61
2109,tt8400416,72,87
2110,tt8400872,66,16
2111,tt8406750,58,65
2112,tt8422146,61,95
2113,tt8426610,70,12
2114,tt8431552,80,9
2115,tt8439948,89,23
2116,tt8445646,71,11
2117,tt8447162,66,7
2118,tt8478058,85,6
2119,tt8480982,59,7
2120,tt8486464,69,75
2121,tt8503902,68,15
2122,tt8512642,74,33
2123,tt8514690,65,76
2124,tt8516902,73,6
2125,tt8521460,63,6
2126,tt8526576,49,22
2127,tt8526824,66,165
2128,tt8541044,84,5
2129,tt8542190,69,36
2130,tt8567342,68,109
2131,tt8583694,68,154
2132,tt8587142,66,180
2133,tt8599746,62,56
2134,tt8619974,51,10
2135,tt8632782,72,10
2136,tt8653820,25,20
2137,tt8653840,64,34
2138,tt8657824,63,263
2139,tt8661074,92,78
